개방자치단체코드,관리번호,데이터갱신구분,관리기관명,발급기명,설치장소주소,설치장소상세위치,평일운영시작시각,평일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,운영시간참고내용,설치운영URL,사용여부명,장애인편의기능정보,시각장애인용키패드,시각장애인용음성안내,청각장애인용화면안내,점자라벨부착,이어폰소켓,촉각(전자)모니터,화면확대기능,휠체어사용자조작,최종수정시점,시도코드,설치장소위치,도로시군구코드,도로코드,도로명읍면동번호,도로건물층구분,도로건물본번호,도로건물부번호,등기사항증명서발급구분,가족관계삭제발급구분,데이터갱신시점
3000000,517,I,서울특별시 종로구,정부서울청사 별관(외교부),"서울특별시 종로구 사직로8길 60, 정부서울청사별관 (도렴동)",1층 민원실 입구 오른쪽,9:00,18:00,,,,http://www.jongno.go.kr/Main.do?menuId=1015&menuNo=1015,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2024.7.1 11:25,6110000,중앙행정기관,11110,4100135,4,0,60,,미발급,발급,2026.1.16 18:34
3000000,505,I,서울특별시 종로구,강북삼성병원,"서울특별시 종로구 새문안로 29, 강북삼성병원 (평동)",C관 1층,0:00,2400,0:00,2400,연중무휴,http://www.jongno.go.kr/Main.do?menuId=1015&menuNo=1015,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2024.7.1 11:25,6110000,병원,11110,3005004,5,0,29,,미발급,발급,2026.1.16 18:34
3000000,513,I,서울특별시 종로구,사직동 주민센터,서울특별시 종로구 사직로9길 1(사직동)[서울특별시 종로구 사직동 1번지 28호],민원실 내,9:00,18:00,,,,http://www.jongno.go.kr/Main.do?menuId=1015&menuNo=1015,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2026.1.12 16:23,6110000,읍면동,11110,4100137,2,0,1,,미발급,발급,2026.1.16 18:34
3000000,509,I,서울특별시 종로구,종로구청 민원실3,"서울특별시 종로구 종로1길 36, 대림빌딩 (수송동)",민원실 외부,0:00,2400,0:00,2400,연중무휴,http://www.jongno.go.kr/Main.do?menuId=1015&menuNo=1015,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2025.10.14 6:34,6110000,시군구,11110,4100312,2,0,36,,미발급,발급,2026.1.16 18:34
3000000,507,I,서울특별시 종로구,청운효자동주민자치회관,서울특별시 종로구 자하문로19길 36(옥인동)[45번지 30호],종로구보건소 좌측 주민자치회관 1층 입구 ,9:00,18:00,,,주말정기 휴무,http://www.jongno.go.kr/Main.do?menuId=1015&menuNo=1015,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2025.10.14 17:30,6110000,읍면동,11110,4100270,1,0,36,,미발급,발급,2026.1.16 18:34
3000000,519,I,서울특별시 종로구,재외동포청,"서울특별시 종로구 율곡로 6, 트윈 트리 빌딩 15층 (중학동)",재외동포청 사무실 내,9:00,18:00,,,,https://www.jongno.go.kr/Main.do?menuId=1015&menuNo=1015,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2024.7.1 11:25,6110000,중앙행정기관,11110,3100010,2,0,6,,미발급,미발급,2026.1.16 18:34
3000000,506,I,서울특별시 종로구,혜화역,서울특별시 종로구 대학로 120(명륜4가)[서울특별시 종로구 명륜4가 120번지],고객서비스센터 앞,5:00,23:00,5:00,23:00,연중무휴,http://www.jongno.go.kr/Main.do?menuId=1015&menuNo=1015,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2024.7.1 11:25,6110000,지하철,11110,3100002,8,0,120,,미발급,미발급,2026.1.16 18:34
3000000,403,I,서울특별시 종로구,종로5-6가동 주민센터,서울특별시 종로구 종로35가길 19(효제동),2층 민원실 입구,9:00,18:00,,,"토요일,일요일(주말),공휴일 휴무",http://www.jongno.go.kr/Main.do?menuId=1015&menuNo=1015,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2025.10.14 17:33,6110000,읍면동,11110,4100325,1,0,19,,미발급,발급,2026.1.16 18:34
3000000,514,I,서울특별시 종로구,종로세무서,서울특별시 종로구 삼일대로30길 22(낙원동)[서울특별시 종로구 낙원동 58번지 8호],1층 출입구 옆,9:00,18:00,,,근무시간내,http://www.jongno.go.kr/Main.do?menuId=1015&menuNo=1015,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2025.3.6 12:57,6110000,세무서,11110,4100145,3,0,22,,미발급,발급,2026.1.16 18:34
3000000,527,I,서울특별시 종로구,혜화동 주민센터,"서울특별시 종로구 혜화로 12, 혜화동주민센터 (혜화동)",민원실 내,9:00,18:00,,,,https://www.jongno.go.kr/Main.do?menuId=1015&menuNo=1015,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2026.1.12 9:08,6110000,읍면동,11110,3100022,1,0,12,,미발급,발급,2026.1.16 18:34
3000000,510,I,서울특별시 종로구,서울대학병원,서울특별시 종로구 대학로 101(연건동),대한외래병동 지하1층 비즈니스라운지,0:00,2400,0:00,2400,연중무휴,http://www.jongno.go.kr/Main.do?menuId=1015&menuNo=1015,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2024.7.1 11:25,6110000,병원,11110,3100002,5,0,101,,미발급,발급,2026.1.16 18:34
3000000,522,I,서울특별시 종로구,LA영사관2번,"서울특별시 종로구 종로1길 36, 종로구청 (수송동)",LA영사관,0:00,2400,0:00,2400,,https://overseas.mofa.go.kr/waitingroom/main.html,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2024.7.1 11:25,6110000,기타,11110,4100312,2,0,36,,미발급,미발급,2026.1.16 18:34
3000000,515,I,서울특별시 종로구,헌법재판소,서울특별시 종로구 북촌로 15(재동)[서울특별시 종로구 재동 83번지],별관 1층,9:00,18:00,,,,http://www.jongno.go.kr/Main.do?menuId=1015&menuNo=1015,사용,,제공,제공,제공,부착,제공,미제공,제공,가능,2024.7.1 11:25,6110000,법원,11110,3100004,4,0,15,,미발급,발급,2026.1.16 18:34
3000000,512,I,서울특별시 종로구,숭인2동 주민센터,서울특별시 종로구 종로65길 10(숭인동)[서울특별시 종로구 숭인동 10번지],민원실 내,9:00,18:00,,,주말정기휴무,http://www.jongno.go.kr/Main.do?menuId=1015&menuNo=1015,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2025.10.14 17:28,6110000,읍면동,11110,4100370,1,0,10,,미발급,발급,2026.1.16 18:34
3000000,520,I,서울특별시 종로구,평창동 주민센터,"서울특별시 종로구 평창문화로 65, 평창동 주민센터 (평창동)",1층 실내,8:40,18:00,,,,http://98.1.1.125:3100/ntis/athena/pegasus/login/login_main.jsp,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2026.1.12 10:28,6110000,읍면동,11110,3100023,1,0,65,,미발급,발급,2026.1.16 18:34
3000000,504,I,서울특별시 종로구,종각역,서울특별시 종로구 종로 55(공평동)[서울특별시 종로구 공평동 55번지],고객서비스센터 앞,5:00,23:00,5:00,23:00,연중무휴,http://www.jongno.go.kr/Main.do?menuId=1015&menuNo=1015,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2025.6.17 10:57,6110000,지하철,11110,3100013,3,0,55,,미발급,미발급,2026.1.16 18:34
3000000,524,I,서울특별시 종로구,상하이영사관,"서울특별시 종로구 종로1길 36, 종로구청 (수송동)",상하이영사관,0:00,2400,0:00,2400,,https://overseas.mofa.go.kr/waitingroom/main.html,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2024.7.1 11:25,6110000,기타,11110,4100312,2,0,36,,미발급,미발급,2026.1.16 18:34
3000000,101,I,서울특별시 종로구,종로구청 부동산정보과1,"서울특별시 종로구 종로1길 50, 더케이트윈타워 B동 5층 (중학동)",민원실외부,9:00,18:00,,,주말정기 휴무,http://www.jongno.go.kr/Main.do?menuId=1015&menuNo=1015,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2025.10.29 9:25,6110000,시군구,11110,4100312,3,0,50,,발급,발급,2026.1.16 18:34
3010000,407,U,서울특별시 중구,신당5동주민센터,"서울특별시 중구 다산로44길 85, 신당제5동주민센터 (신당동)",옥외 부스,0:00,2400,0:00,2400,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.20 16:56,6110000,공공시설,11140,4103068,1,0,85,,발급,발급,2026.1.21 22:57
3010000,513,U,서울특별시 중구,신당동주민센터,"서울특별시 중구 다산로33길 3, 신당동 공공복합청사 (신당동)",1층 로비,0:00,2400,0:00,2400,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 14:42,6110000,공공시설,11140,4103050,1,0,3,,발급,발급,2026.1.17 22:57
3010000,517,U,서울특별시 중구,버티고개역,"서울특별시 중구 다산로 지하38, 버티고개역 6호선 (신당동)",지하대합실,0:00,2400,,,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 10:09,6110000,공공시설,11140,3101014,1,1,38,,미발급,발급,2026.1.17 22:57
3010000,409,U,서울특별시 중구,국립중앙의료원,"서울특별시 중구 을지로 245, 국립중앙의료원 (을지로6가)",본관 1층 신한은행 앞,0:00,2400,0:00,2400,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 10:51,6110000,공공시설,11140,3101006,4,0,245,,미발급,발급,2026.1.17 22:57
3010000,408,U,서울특별시 중구,약수동주민센터,"서울특별시 중구 다산로 92, 약수동주민센터 (신당동)",옥외 부스,0:00,2400,0:00,2400,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 9:51,6110000,공공시설,11140,3101014,1,0,92,,발급,발급,2026.1.17 22:57
3010000,511,U,서울특별시 중구,광희동주민센터,"서울특별시 중구 퇴계로 303-9, 광희동주민센터 (광희동1가)",옥외 부스,0:00,2400,0:00,2400,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 14:48,6110000,공공시설,11140,3101011,18,0,303,9,발급,발급,2026.1.17 22:57
3010000,503,U,서울특별시 중구,약수역,"서울특별시 중구 다산로 지하 122, 약수역 3호선 (신당동)",3번 출구,0:00,2400,0:00,2400,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 9:52,6110000,공공시설,11140,3101014,1,1,122,,미발급,발급,2026.1.17 22:57
3010000,516,U,서울특별시 중구,청구역,"서울특별시 중구 청구로 지하77, 청구역 5,6호선 (신당동)",1번출구 지하로비,5:00,2400,5:00,2400,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 10:08,6110000,공공시설,11140,3101008,1,1,77,,미발급,발급,2026.1.17 22:57
3010000,405,U,서울특별시 중구,서울시청 본청 지하1층,서울특별시 중구 세종대로 110(남대문로4가),서울시청 본청 지하1층 신한은행 옆,0:00,2400,0:00,2400,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 9:55,6110000,공공시설,11140,2005001,5,0,110,,미발급,발급,2026.1.17 22:57
3010000,512,U,서울특별시 중구,동화동주민센터,"서울특별시 중구 다산로36길 100, 동화동주민센터 (신당동)",옥외 부스,0:00,2400,0:00,2400,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 14:48,6110000,공공시설,11140,4103057,1,0,100,,발급,발급,2026.1.17 22:57
3010000,406,U,서울특별시 중구,황학동주민센터,"서울특별시 중구 난계로11길 52, 황학동주민센터 (황학동)",옥외 부스,0:00,2400,0:00,2400,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 16:42,6110000,공공시설,11140,4103003,1,0,52,,발급,발급,2026.1.17 22:57
3010000,501,U,서울특별시 중구,청구동주민센터,"서울특별시 중구 청구로3길 55, 청구동주민센터 (신당동)",옥외 부스,0:00,2400,0:00,2400,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 14:44,6110000,공공시설,11140,4103303,1,0,55,,발급,발급,2026.1.17 22:57
3010000,508,U,서울특별시 중구,장충동주민센터,"서울특별시 중구 장충단로8길 22, 장충동주민센터 (장충동1가)",옥외 부스,0:00,2400,0:00,2400,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.19 10:33,6110000,공공시설,11140,4103274,1,0,22,,발급,발급,2026.1.20 22:57
3010000,415,U,서울특별시 중구,소공동-무인(2),"서울특별시 중구 남대문로1길 31-5, 소공동주민센터 (북창동)",1층 민원실,9:00,18:00,,,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 14:45,6110000,공공시설,11140,4103013,1,0,31,5,미발급,발급,2026.1.17 22:57
3010000,416,U,서울특별시 중구,남대문세무서,"서울특별시 중구 삼일대로 340, 나라키움저동빌딩 (저동1가)",남대문세무서 1층 로비,0:00,2400,0:00,2400,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 10:50,6110000,공공시설,11140,2100001,4,0,340,,미발급,발급,2026.1.17 22:57
3010000,510,U,서울특별시 중구,필동주민센터,"서울특별시 중구 퇴계로36길 42, 필동주민센터 (필동2가)",옥외 부스,0:00,2400,0:00,2400,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 14:48,6110000,공공시설,11140,4103343,1,0,42,,발급,발급,2026.1.17 22:57
3010000,504,U,서울특별시 중구,을지로동주민센터 1,"서울특별시 중구 충무로9길 19, 을지로동주민센터 (을지로3가)",옥외부스,0:00,2400,0:00,2400,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 14:49,6110000,공공시설,11140,4103318,2,0,19,,발급,발급,2026.1.17 22:57
3010000,412,U,서울특별시 중구,다산동주민센터,"서울특별시 중구 동호로15길 50, 다산동 주민센터 (신당동)",옥외 부스,0:00,2400,0:00,2400,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 13:09,6110000,공공시설,11140,4103092,1,0,50,,발급,발급,2026.1.17 22:57
3010000,505,U,서울특별시 중구,을지로동주민센터 2,"서울특별시 중구 충무로9길 19, 을지로동주민센터 (을지로3가)",1층 민원실,9:00,18:00,,,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 14:50,6110000,공공시설,11140,4103318,2,0,19,,미발급,발급,2026.1.17 22:57
3010000,519,U,서울특별시 중구,서울시청(서소문청사),"서울특별시 중구 덕수궁길 15, 서울시청 서소문별관 1동 1층 1호 (서소문동)",1층 로비,0:00,2400,0:00,2400,,https://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 편의 기능 포함(일반),제공,제공,제공,부착,제공,미제공,제공,불가능,2026.1.19 14:04,6110000,공공시설,11140,4103076,2,0,15,,미발급,발급,2026.1.20 22:57
3010000,507,U,서울특별시 중구,명동주민센터,"서울특별시 중구 퇴계로20길 3, 명동주민센터 (남산동2가)",1층 민원실,0:00,2400,0:00,2400,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 14:45,6110000,공공시설,11140,4103329,1,0,3,,발급,발급,2026.1.17 22:57
3010000,410,U,서울특별시 중구,서울중구보건소,서울특별시 중구 다산로39길 16(무학동),옥외 부스,0:00,2400,0:00,2400,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 10:01,6110000,공공시설,11140,4103062,2,0,16,,발급,발급,2026.1.17 22:57
3010000,404,U,서울특별시 중구,소공동-무인(1),"서울특별시 중구 남대문로1길 31-5, 소공동주민센터 (북창동)",1층 민원실,9:00,18:00,,,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 14:45,6110000,공공시설,11140,4103013,1,0,31,5,발급,발급,2026.1.17 22:57
3010000,514,U,서울특별시 중구,중부세무서,서울특별시 중구 퇴계로 170(남학동),중부세무서 1층 로비,9:00,18:00,,,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 10:50,6110000,공공시설,11140,3101011,15,0,170,,미발급,발급,2026.1.17 22:57
3010000,509,U,서울특별시 중구,회현동주민센터,"서울특별시 중구 퇴계로8길 46, 회현동주민센터 (회현동1가)",옥외 부스,0:00,2400,0:00,2400,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 14:47,6110000,공공시설,11140,4103395,1,0,46,,발급,발급,2026.1.17 22:57
3010000,518,U,서울특별시 중구,이마트청계천점(황학동),"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",이마트 천계천점(지하2층),0:00,2400,0:00,2400,,https://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.20 8:47,6110000,공공시설,11140,3100021,12,0,400,,미발급,발급,2026.1.21 22:57
3010000,520,U,서울특별시 중구,소공동주민센터-3,"서울특별시 중구 남대문로1길 31-5, 소공동주민센터 1층 (북창동)",민원실,9:00,18:00,,,,http://www.junggu.seoul.kr,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 14:45,6110000,공공시설,11140,4103013,1,0,31,5,미발급,발급,2026.1.17 22:57
3010000,502,U,서울특별시 중구,중앙우체국,"서울특별시 중구 소공로 70, 서울중앙우체국청사 (충무로1가)",중앙우체국 1층 로비,0:00,2400,0:00,2400,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 10:49,6110000,공공시설,11140,3101004,6,0,70,,미발급,발급,2026.1.17 22:57
3010000,515,U,서울특별시 중구,을지로입구역,"서울특별시 중구 을지로 지하42, 을지로입구역 2호선 (을지로1가)",1번출구와 1-1번출구 사이 개찰구 물품보관소 옆,5:00,2400,5:00,2400,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 10:07,6110000,공공시설,11140,3101006,1,1,42,,미발급,발급,2026.1.17 22:57
3010000,411,U,서울특별시 중구,중구청 민원여권과 앞,"서울특별시 중구 창경궁로 17, 중구청청사 (예관동)",옥외 부스,0:00,2400,0:00,2400,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 9:49,6110000,관공서,11140,3005008,4,0,17,,발급,발급,2026.1.17 22:57
3010000,506,U,서울특별시 중구,중림동주민센터,"서울특별시 중구 만리재로 175 (만리동2가, 서울역센트럴자이)",옥외 부스,0:00,2400,0:00,2400,,http://www.junggu.seoul.kr/minwon/content.do?cmsid=13984,사용,장애인 정당한 편의 기능 인증(우선구매대상지능정보화제품),제공,제공,제공,부착,제공,미제공,제공,가능,2026.1.16 14:28,6110000,공공시설,11140,3101016,2,0,175,,발급,발급,2026.1.17 22:57
3020000,512,I,서울특별시 용산구,이촌2동주민센터,"서울특별시 용산구 이촌로18길 20, 이촌2동 주민센터 (이촌동)",1층 민원실 입구 우측,9:00,18:00,,,,https://www.yongsan.go.kr/dong/main/main.do?dongCd=11,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2025.8.4 13:50,6110000,읍면동,11170,4106274,1,0,20,,발급,발급,2026.1.16 18:34
3020000,511,I,서울특별시 용산구,용문동주민센터,"서울특별시 용산구 새창로12길 13, 용문동 주민센터 (도원동)",1층 민원실 입구 우측,9:00,18:00,,,,https://www.yongsan.go.kr/dong/main/main.do?dongCd=08,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2025.7.7 11:38,6110000,읍면동,11170,4106131,2,0,13,,발급,발급,2026.1.16 18:34
3020000,503,I,서울특별시 용산구,한남동주민센터,서울특별시 용산구 대사관로5길 1(한남동)[서울특별시 용산구 한남동 685번지 43호],한남동주민센터 1층 민원실,9:00,18:00,,,주말(공휴일) 정기휴무,http://www.yongsan.go.kr/pms/contents/contents.do?contseqn=1594&sitecdv=S0000600&decorator=user28OneClick&menucdv=01140000,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2025.10.14 13:29,6110000,읍면동,11170,4106034,1,0,1,,발급,발급,2026.1.16 18:34
3020000,501,I,서울특별시 용산구,청파동주민센터 ,서울특별시 용산구 청파로49길 6(청파동2가)[서울특별시 용산구 청파동2가 91번지 1호],청파동주민센터 1층 민원실 앞,9:00,18:00,,,주말(공휴일) 정기휴무,http://www.yongsan.go.kr/pms/contents/contents.do?contseqn=1594&sitecdv=S0000600&decorator=user28OneClick&menucdv=01140000,사용,,제공,제공,제공,부착,제공,제공,제공,가능,2026.1.2 8:24,6110000,읍면동,11170,4106368,1,0,6,,발급,발급,2026.1.16 18:34
